structure_id,source,generation_commit,extinction_group,crystal_system,space_group,composition,lattice_a,lattice_b,lattice_c,alpha,beta,gamma,atoms,creation_timestamp
3995260e-3f56-4890-b819-ab7f21823266,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,Gd2Y2Zr2,10.433343747687159,7.290097199509103,3.8741711674635493,90.0,136.88441203781068,90.0,"[{'symbol': 'Y', 'position': array([0.83519655, 0.5752356 , 0.63940208])}, {'symbol': 'Y', 'position': array([0.83519655, 0.4247644 , 0.13940208])}, {'symbol': 'Zr', 'position': array([0.72100255, 0.20212314, 0.58610655])}, {'symbol': 'Zr', 'position': array([0.72100255, 0.79787686, 0.08610655])}, {'symbol': 'Gd', 'position': array([0.08735073, 0.59839222, 0.61135571])}, {'symbol': 'Gd', 'position': array([0.08735073, 0.40160778, 0.11135571])}]",
0b383928-3701-467b-b026-3efdb9d66195,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,Ta2Zn2,4.605908096382332,2.786570655532687,8.05825079663514,90.0,99.98056286492553,90.0,"[{'symbol': 'Zn', 'position': array([0.21566618, 0.5975431 , 0.30567907])}, {'symbol': 'Zn', 'position': array([0.21566618, 0.4024569 , 0.80567907])}, {'symbol': 'Ta', 'position': array([0.3921736 , 0.94031215, 0.85260396])}, {'symbol': 'Ta', 'position': array([0.3921736 , 0.05968785, 0.35260396])}]",
51e47851-5b60-4909-9d90-d50a31e482e1,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,V2Xe2,3.0078536257897754,7.3437565720104745,5.321467672850981,90.0,115.49427348449503,90.0,"[{'symbol': 'V', 'position': array([0.34493924, 0.13824478, 0.45285538])}, {'symbol': 'V', 'position': array([0.34493924, 0.86175522, 0.95285538])}, {'symbol': 'Xe', 'position': array([0.15826005, 0.61275064, 0.29924655])}, {'symbol': 'Xe', 'position': array([0.15826005, 0.38724936, 0.79924655])}]",
2442e4b7-118a-471d-93df-56b8e405bbbe,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,Co2Cs2Tb2,11.022809264222852,5.8752989102563715,7.515129777856654,90.0,104.44902282493263,90.0,"[{'symbol': 'Co', 'position': array([0.04283135, 0.07525847, 0.90791967])}, {'symbol': 'Co', 'position': array([0.04283135, 0.92474153, 0.40791967])}, {'symbol': 'Cs', 'position': array([0.85454168, 0.78949336, 0.42728608])}, {'symbol': 'Cs', 'position': array([0.85454168, 0.21050664, 0.92728608])}, {'symbol': 'Tb', 'position': array([0.16226889, 0.23112703, 0.08883412])}, {'symbol': 'Tb', 'position': array([0.16226889, 0.76887297, 0.58883412])}]",
e9599a05-67aa-45cc-9193-bfd6b1c2d541,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,Gd2Th2,7.376999316214819,6.687739857769161,3.432832378666093,90.0,80.89584612576262,90.0,"[{'symbol': 'Gd', 'position': array([0.04981397, 0.9167405 , 0.0528402 ])}, {'symbol': 'Gd', 'position': array([0.04981397, 0.0832595 , 0.5528402 ])}, {'symbol': 'Th', 'position': array([0.27006622, 0.62169069, 0.77177475])}, {'symbol': 'Th', 'position': array([0.27006622, 0.37830931, 0.27177475])}]",
8ced2903-ee3a-4dd2-879e-4d86f004eaee,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,As2Er2,5.35215603950819,4.1601807000226385,4.113105885256866,90.0,92.65178692550965,90.0,"[{'symbol': 'As', 'position': array([0.77134415, 0.94440382, 0.25649101])}, {'symbol': 'As', 'position': array([0.77134415, 0.05559618, 0.75649101])}, {'symbol': 'Er', 'position': array([0.97598352, 0.59545197, 0.54516315])}, {'symbol': 'Er', 'position': array([0.97598352, 0.40454803, 0.04516315])}]",
bd70a552-7123-48ea-9b82-30475a28417e,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,La2Pa2Pt2,5.8924941153554125,6.605369016471024,6.821948972068115,90.0,56.15218968601611,90.0,"[{'symbol': 'La', 'position': array([0.51589128, 0.16397114, 0.23447834])}, {'symbol': 'La', 'position': array([0.51589128, 0.83602886, 0.73447834])}, {'symbol': 'Pt', 'position': array([0.852655  , 0.37324302, 0.19358682])}, {'symbol': 'Pt', 'position': array([0.852655  , 0.62675698, 0.69358682])}, {'symbol': 'Pa', 'position': array([0.53107425, 0.52049858, 0.69008625])}, {'symbol': 'Pa', 'position': array([0.53107425, 0.47950142, 0.19008625])}]",
63924e48-d879-4e42-b124-4ab6712f0326,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,Dy2Kr2Y2,9.985569030653576,7.65610207920263,2.413565842959581,90.0,75.97934653108975,90.0,"[{'symbol': 'Kr', 'position': array([0.58521033, 0.07681531, 0.28711653])}, {'symbol': 'Kr', 'position': array([0.58521033, 0.92318469, 0.78711653])}, {'symbol': 'Y', 'position': array([0.6099917 , 0.68453055, 0.74805259])}, {'symbol': 'Y', 'position': array([0.6099917 , 0.31546945, 0.24805259])}, {'symbol': 'Dy', 'position': array([0.87278701, 0.84493839, 0.6083966 ])}, {'symbol': 'Dy', 'position': array([0.87278701, 0.15506161, 0.1083966 ])}]",
26c479e5-7c3e-40f6-8d3c-f5c6bac1be0a,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,3,Monoclinic,7,Br2Kr2,5.754858612592083,6.2300129307380185,2.834580360370094,90.0,80.12439699687425,90.0,"[{'symbol': 'Br', 'position': array([0.41783388, 0.93504686, 0.71685108])}, {'symbol': 'Br', 'position': array([0.41783388, 0.06495314, 0.21685108])}, {'symbol': 'Kr', 'position': array([0.97615867, 0.80871262, 0.64823285])}, {'symbol': 'Kr', 'position': array([0.97615867, 0.19128738, 0.14823285])}]",
7a9713fd-5432-4a4d-9529-6eb615c5c15c,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,4,Monoclinic,14,Te4W8Zr4,10.273584990088185,7.226906312170361,4.497941867737738,90.0,86.7997027514647,90.0,"[{'symbol': 'Zr', 'position': array([0.9588312 , 0.12964884, 0.6205285 ])}, {'symbol': 'Zr', 'position': array([0.0411688 , 0.62964884, 0.8794715 ])}, {'symbol': 'Zr', 'position': array([0.0411688 , 0.87035116, 0.3794715 ])}, {'symbol': 'Zr', 'position': array([0.9588312 , 0.37035116, 0.1205285 ])}, {'symbol': 'Te', 'position': array([0.27134585, 0.60670601, 0.53574135])}, {'symbol': 'Te', 'position': array([0.72865415, 0.10670601, 0.96425865])}, {'symbol': 'Te', 'position': array([0.72865415, 0.39329399, 0.46425865])}, {'symbol': 'Te', 'position': array([0.27134585, 0.89329399, 0.03574135])}, {'symbol': 'W', 'position': array([0.5, 0. , 0. ])}, {'symbol': 'W', 'position': array([0.5, 0.5, 0.5])}, {'symbol': 'W', 'position': array([0., 0., 0.])}, {'symbol': 'W', 'position': array([0. , 0.5, 0.5])}, {'symbol': 'W', 'position': array([0.81743117, 0.68172653, 0.22635462])}, {'symbol': 'W', 'position': array([0.18256883, 0.18172653, 0.27364538])}, {'symbol': 'W', 'position': array([0.18256883, 0.31827347, 0.77364538])}, {'symbol': 'W', 'position': array([0.81743117, 0.81827347, 0.72635462])}]",
0e26c948-878c-4be5-be85-adb92f07b9e9,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,4,Monoclinic,14,Rb8Rn8Sr8,10.81454255019928,11.514668755048124,10.66645570662701,90.0,90.03405985564252,90.0,"[{'symbol': 'Rb', 'position': array([0.65495269, 0.01598425, 0.71296588])}, {'symbol': 'Rb', 'position': array([0.34504731, 0.98401575, 0.28703412])}, {'symbol': 'Rb', 'position': array([0.65495269, 0.48401575, 0.21296588])}, {'symbol': 'Rb', 'position': array([0. , 0.5, 0.5])}, {'symbol': 'Rb', 'position': array([0., 0., 0.])}, {'symbol': 'Rb', 'position': array([0.5, 0.5, 0.5])}, {'symbol': 'Rb', 'position': array([5.00000000e-01, 3.31160739e-33, 0.00000000e+00])}, {'symbol': 'Rb', 'position': array([0.34504731, 0.51598425, 0.78703412])}, {'symbol': 'Sr', 'position': array([0.75228917, 0.20075827, 0.0191744 ])}, {'symbol': 'Sr', 'position': array([0.24771083, 0.70075827, 0.4808256 ])}, {'symbol': 'Sr', 'position': array([0.24771083, 0.79924173, 0.9808256 ])}, {'symbol': 'Sr', 'position': array([0.75228917, 0.29924173, 0.5191744 ])}, {'symbol': 'Sr', 'position': array([0.32288544, 0.94406919, 0.5218948 ])}, {'symbol': 'Sr', 'position': array([0.67711456, 0.05593081, 0.4781052 ])}, {'symbol': 'Sr', 'position': array([0.32288544, 0.55593081, 0.0218948 ])}, {'symbol': 'Sr', 'position': array([0.67711456, 0.44406919, 0.9781052 ])}, {'symbol': 'Rn', 'position': array([0. , 0.5, 0. ])}, {'symbol': 'Rn', 'position': array([0. , 0. , 0.5])}, {'symbol': 'Rn', 'position': array([0.5, 0.5, 0. ])}, {'symbol': 'Rn', 'position': array([5.00000000e-01, 3.31160739e-33, 5.00000000e-01])}, {'symbol': 'Rn', 'position': array([0.21383977, 0.35925069, 0.7821402 ])}, {'symbol': 'Rn', 'position': array([0.78616023, 0.85925069, 0.7178598 ])}, {'symbol': 'Rn', 'position': array([0.78616023, 0.64074931, 0.2178598 ])}, {'symbol': 'Rn', 'position': array([0.21383977, 0.14074931, 0.2821402 ])}]",
78661633-b06c-4055-be12-d42fa4841ed4,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,4,Monoclinic,14,H4Pt2,2.977506987944516,4.276407425949221,4.284298888814157,90.0,96.10099925916677,90.0,"[{'symbol': 'H', 'position': array([0.20995947, 0.0906281 , 0.86915481])}, {'symbol': 'H', 'position': array([0.79004053, 0.5906281 , 0.63084519])}, {'symbol': 'H', 'position': array([0.79004053, 0.9093719 , 0.13084519])}, {'symbol': 'H', 'position': array([0.20995947, 0.4093719 , 0.36915481])}, {'symbol': 'Pt', 'position': array([0.5, 0. , 0. ])}, {'symbol': 'Pt', 'position': array([0.5, 0.5, 0.5])}]",
7ebce5d3-75c1-4d33-93af-a75706bd047c,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,4,Monoclinic,14,Cl4Pr8,11.104645453058788,6.52549463190056,5.71928791429673,90.0,109.4220503825926,90.0,"[{'symbol': 'Cl', 'position': array([0., 0., 0.])}, {'symbol': 'Cl', 'position': array([0. , 0.5, 0.5])}, {'symbol': 'Cl', 'position': array([0.5, 0. , 0.5])}, {'symbol': 'Cl', 'position': array([0.5, 0.5, 0. ])}, {'symbol': 'Pr', 'position': array([0.24912224, 0.17763489, 0.00480456])}, {'symbol': 'Pr', 'position': array([0.75087776, 0.67763489, 0.49519544])}, {'symbol': 'Pr', 'position': array([0.75087776, 0.82236511, 0.99519544])}, {'symbol': 'Pr', 'position': array([0.24912224, 0.32236511, 0.50480456])}, {'symbol': 'Pr', 'position': array([0.11041437, 0.13243891, 0.24851114])}, {'symbol': 'Pr', 'position': array([0.88958563, 0.63243891, 0.25148886])}, {'symbol': 'Pr', 'position': array([0.88958563, 0.86756109, 0.75148886])}, {'symbol': 'Pr', 'position': array([0.11041437, 0.36756109, 0.74851114])}]",
b5be9d4a-6c14-4d63-921e-122ab3a34b10,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,4,Monoclinic,14,Ca4Cd4Tl4,4.187719970891927,9.329090444560832,6.6938391085110895,90.0,78.3573503884158,90.0,"[{'symbol': 'Ca', 'position': array([0.24103834, 0.13812948, 0.24023929])}, {'symbol': 'Ca', 'position': array([0.75896166, 0.63812948, 0.25976071])}, {'symbol': 'Ca', 'position': array([0.75896166, 0.86187052, 0.75976071])}, {'symbol': 'Ca', 'position': array([0.24103834, 0.36187052, 0.74023929])}, {'symbol': 'Cd', 'position': array([0.32314222, 0.12866673, 0.89161156])}, {'symbol': 'Cd', 'position': array([0.67685778, 0.62866673, 0.60838844])}, {'symbol': 'Cd', 'position': array([0.67685778, 0.87133327, 0.10838844])}, {'symbol': 'Cd', 'position': array([0.32314222, 0.37133327, 0.39161156])}, {'symbol': 'Tl', 'position': array([0., 0., 0.])}, {'symbol': 'Tl', 'position': array([0. , 0.5, 0.5])}, {'symbol': 'Tl', 'position': array([0. , 0. , 0.5])}, {'symbol': 'Tl', 'position': array([0. , 0.5, 0. ])}]",
c66cb6c6-d149-480f-bf33-b0ac0223347a,PyXtal,3e5b6cb27ee263b875831c6ddf53994b0f323cb1,4,Monoclinic,14,Au8He8,4.509910727095602,7.246877262099108,5.863346759025694,90.0,66.0742225811405,90.0,"[{'symbol': 'He', 'position': array([0.9039801 , 0.32309738, 0.67944415])}, {'symbol': 'He', 'position': array([0.0960199 , 0.82309738, 0.82055585])}, {'symbol': 'He', 'position': array([0.0960199 , 0.67690262, 0.32055585])}, {'symbol': 'He', 'position': array([0.9039801 , 0.17690262, 0.17944415])}, {'symbol': 'He', 'position': array([0. , 0. , 0.5])}, {'symbol': 'He', 'position': array([0. , 0.5, 0. ])}, {'symbol': 'He', 'position': array([0., 0., 0.])}, {'symbol': 'He', 'position': array([0. , 0.5, 0.5])}, {'symbol': 'Au', 'position': array([0.36915501, 0.75350069, 0.01572607])}, {'symbol': 'Au', 'position': array([0.63084499, 0.25350069, 0.48427393])}, {'symbol': 'Au', 'position': array([0.63084499, 0.24649931, 0.98427393])}, {'symbol': 'Au', 'position': array([0.36915501, 0.74649931, 0.51572607])}, {'symbol': 'Au', 'position': array([0.74242918, 0.76687002, 0.87392671])}, {'symbol': 'Au', 'position': array([0.25757082, 0.26687002, 0.62607329])}, {'symbol': 'Au', 'position': array([0.25757082, 0.23312998, 0.12607329])}, {'symbol': 'Au', 'position': array([0.74242918, 0.73312998, 0.37392671])}]",
